id,section,idx_in_section,citation_raw,year,year_paren,authors_raw,url,doi,title,venue,note
papers-published-in-refereed-conference-proceedings-006,Papers Published in Refereed Conference Proceedings,6,"Thomas, T., Rosenberg, J. M., Penner, E. & Burchfield, M. (2022). Racism and school districts' social media posts: ""Is it being talked about?"". Proceedings for the *Social Media and Society* conference.",2022,2022,"Thomas, T., Rosenberg, J. M., Penner, E. & Burchfield, M",NA,NA,"Racism and school districts' social media posts: ""Is it being talked about?""",Proceedings for the *Social Media and Society* conference,NA
papers-published-in-refereed-conference-proceedings-007,Papers Published in Refereed Conference Proceedings,7,"Burchfield, M., Rosenberg, J. M., & Stegenga, S. (2022). Updated or outdated consent? A study of the media release policies of U.S. K-12 school districts. Proceedings for the *Social Media and Society* conference.",2022,2022,"Burchfield, M., Rosenberg, J. M., & Stegenga, S",NA,NA,Updated or outdated consent?,A study of the media release policies of U,NA
papers-published-in-refereed-conference-proceedings-008,Papers Published in Refereed Conference Proceedings,8,"Lishinski, A., Narvaiz, S., and Rosenberg, J. M. (2022). Self-efficacy, interest, and belongingness – URM Students' momentary experiences in CS1. *Proceedings of the 2022 ACM Conference on International Computing Education Research* (ICER '22). <https://dl.acm.org/doi/abs/10.1145/3501385.3543958.> *Note.* Unlike most of academia, premiere conferences in computing education are selective venues for archival research. These conference proceedings exceed many journals in their selectivity, visibility, and impact.",2022,2022,"Lishinski, A., Narvaiz, S., and Rosenberg, J. M",https://dl.acm.org/doi/abs/10.1145/3501385.3543958,10.1145/3501385.3543958,"Self-efficacy, interest, and belongingness – URM Students' momentary experiences in CS1",Proceedings of the 2022 ACM Conference on International Computing Education Research,NA
papers-published-in-refereed-conference-proceedings-009,Papers Published in Refereed Conference Proceedings,9,"Carpenter, J., Morrison, S., Rosenberg, J., & Hawthorne, K. (2022). Professional learning networks for pre-service teachers: A social network analysis of a program-wide teacher education Twitter hashtag. In *Society for Information Technology & Teacher Education International Conference* (pp. 1489-1497). Association for the Advancement of Computing in Education (AACE). <https://www.learntechlib.org/p/220934/>",2022,2022,"Carpenter, J., Morrison, S., Rosenberg, J., & Hawthorne, K",https://www.learntechlib.org/p/220934/,NA,Professional learning networks for pre-service teachers: A social network analysis of a program-wide teacher education Twitter hashtag,In *Society for Information Technology & Teacher Education International Conference,NA
papers-published-in-refereed-conference-proceedings-010,Papers Published in Refereed Conference Proceedings,10,"Borchers, C., Rosenberg, J., Gibbons, B., Burchfield, M., & Fischer, C. (2021). To scale or not to scale: Comparing popular sentiment analysis dictionaries on educational Twitter data. In I.-H. Hsiao, S. Sahebi, F. Bouchet, & J.-J. Vie (Eds), *Proceedings of the 14th International Conference on Educational Data Mining* (pp. 619-624). Paris, France. <https://educationaldatamining.org/EDM2021/virtual/static/pdf/EDM21_paper_122.pdf>",2021,2021,"Borchers, C., Rosenberg, J., Gibbons, B., Burchfield, M., & Fischer, C",https://educationaldatamining.org/EDM2021/virtual/static/pdf/EDM21_paper_122.pdf,NA,To scale or not to scale: Comparing popular sentiment analysis dictionaries on educational Twitter data,In I,NA
papers-published-in-refereed-conference-proceedings-011,Papers Published in Refereed Conference Proceedings,11,"Burchfield, M., Rosenberg, J., Borchers, C., Thomas, T., Gibbons, B., & Fischer, C. (2021). Are violations of student privacy ""quick and easy""? Investigating the privacy of students' images and names in the context of K-12 educational institution's posts on Facebook. In I.-H. Hsiao, S. Sahebi, F. Bouchet, & J.-J. Vie (Eds), *Proceedings of the 14th International Conference on Educational Data Mining* (pp. 744-749), Paris, France. <https://educationaldatamining.org/EDM2021/virtual/static/pdf/EDM21_paper_276.pdf.>",2021,2021,"Burchfield, M., Rosenberg, J., Borchers, C., Thomas, T., Gibbons, B., & Fischer, C",https://educationaldatamining.org/EDM2021/virtual/static/pdf/EDM21_paper_276.pdf,NA,"Are violations of student privacy ""quick and easy""?",Investigating the privacy of students' images and names in the context of K-12 educational institution's posts on Facebook,NA
papers-published-in-refereed-conference-proceedings-012,Papers Published in Refereed Conference Proceedings,12,"Lishinski, A., & Rosenberg, J. (2021). All the pieces matter: The relationship of momentary self-efficacy and affective experiences with CS1 achievement and interest in computing. *Proceedings of the 17th ACM Conference on International Computing Education Research*, 252–265. <https://doi.org/10.1145/3446871.3469740.> *Note.* This presentation received the best poster award. Unlike most of academia, premiere conferences in computing education are selective venues for archival research. These conference proceedings exceed many journals in their selectivity, visibility, and impact.",2021,2021,"Lishinski, A., & Rosenberg, J",https://doi.org/10.1145/3446871.3469740,10.1145/3446871.3469740,All the pieces matter: The relationship of momentary self-efficacy and affective experiences with CS1 achievement and interest in computing,Proceedings of the 17th ACM Conference on International Computing Education Research,NA
papers-published-in-refereed-conference-proceedings-013,Papers Published in Refereed Conference Proceedings,13,"Rosenberg, J. M., & Kubsch, M. (2021). Considering K-12 learners' use of Bayesian methods. In E. de Vries, Y. Hod, & J., Ahn (Eds.), *The International Society of the Learning Sciences 2020 Conference Proceedings* (pp. 947-948). International Society of the Learning Sciences. <https://repository.isls.org/handle/1/7635>",2021,2021,"Rosenberg, J. M., & Kubsch, M",https://repository.isls.org/handle/1/7635,NA,Considering K-12 learners' use of Bayesian methods,In E,NA
papers-published-in-refereed-conference-proceedings-014,Papers Published in Refereed Conference Proceedings,14,"Rosenberg, J. M., Galas, E., & Staudt Willet, K.B. (2021). Who are the data scientists in education? An investigation of the identities and work of individuals in diverse roles. In E. de Vries, Y. Hod, & J., Ahn (Eds.), *The International Society of the Learning Sciences 2020 Conference Proceedings* (pp. 1057-1058). International Society of the Learning Sciences. <https://repository.isls.org/handle/1/7394>",2021,2021,"Rosenberg, J. M., Galas, E., & Staudt Willet, K.B",https://repository.isls.org/handle/1/7394,NA,Who are the data scientists in education?,An investigation of the identities and work of individuals in diverse roles,NA
papers-published-in-refereed-conference-proceedings-015,Papers Published in Refereed Conference Proceedings,15,"Kubsch, M., Rosenberg. J. M., & Krist, C. (2021). Beyond supervision: Human / machine distributed learning in learning sciences research. In E. de Vries, Y. Hod, & J., Ahn (Eds.), *The International Society of the Learning Sciences 2020 Conference Proceedings* (pp. 897-898). International Society of the Learning Sciences. <https://repository.isls.org/handle/1/7609>",2021,2021,"Kubsch, M., Rosenberg. J. M., & Krist, C",https://repository.isls.org/handle/1/7609,NA,Beyond supervision: Human / machine distributed learning in learning sciences research,In E,NA
papers-published-in-refereed-conference-proceedings-016,Papers Published in Refereed Conference Proceedings,16,"Rosenberg, J. M., & Nguyen, H. (2021). How K-12 school districts communicated during the COVID-19 pandemic: A study using Facebook data. *Proceedings of the 11th International Conference on Learning Analytics & Knowledge (LAK21)*. <https://joshuamrosenberg.com/post-prints/LAK21-Rosenberg-Nguyen-Districts-Facebook-published.pdf>",2021,2021,"Rosenberg, J. M., & Nguyen, H",https://joshuamrosenberg.com/post-prints/LAK21-Rosenberg-Nguyen-Districts-Facebook-published.pdf,NA,How K-12 school districts communicated during the COVID-19 pandemic: A study using Facebook data,Proceedings of the 11th International Conference on Learning Analytics & Knowledge (LAK21),NA
papers-published-in-refereed-conference-proceedings-017,Papers Published in Refereed Conference Proceedings,17,"Rosenberg, J. M., & Staudt Willet, K. B. (2021). Advancing social influence models in learning analytics. *Companion proceedings of the 11th International Conference on Learning Analytics & Knowledge (LAK21)*. <http://ceur-ws.org/Vol-2868/article_2.pdf>",2021,2021,"Rosenberg, J. M., & Staudt Willet, K. B",http://ceur-ws.org/Vol-2868/article_2.pdf,NA,Advancing social influence models in learning analytics,Companion proceedings of the 11th International Conference on Learning Analytics & Knowledge (LAK21),NA
papers-published-in-refereed-conference-proceedings-018,Papers Published in Refereed Conference Proceedings,18,"Lishinski, A., & Rosenberg, J. M. (2021). How CS1 students experienced COVID-19 in the moment: using an experience sampling approach to understand the transition to emergency remote instruction. In *Proceedings of the 51st ACM Technical Symposium on Computer Science Education* (p. 1254). <https://dl.acm.org/doi/abs/10.1145/3408877.3439657>",2021,2021,"Lishinski, A., & Rosenberg, J. M",https://dl.acm.org/doi/abs/10.1145/3408877.3439657,10.1145/3408877.3439657,How CS1 students experienced COVID-19 in the moment: using an experience sampling approach to understand the transition to emergency remote instruction,In *Proceedings of the 51st ACM Technical Symposium on Computer Science Education,NA
papers-published-in-refereed-conference-proceedings-019,Papers Published in Refereed Conference Proceedings,19,"+Mann, M., \^Bui, H., \^Gibbons, B., +Lishinski, A., Dyer, E., & Rosenberg, J. M. (2021). ""Not my subject""?: A survey of teachers regarding the implementation of new K-8 computing education standards. In *Proceedings of the 51st ACM Technical Symposium on Computer Science Education* (p. 1343). <https://dl.acm.org/doi/abs/10.1145/3408877.3439666>",2021,2021,"+Mann, M., \^Bui, H., \^Gibbons, B., +Lishinski, A., Dyer, E., & Rosenberg, J. M",https://dl.acm.org/doi/abs/10.1145/3408877.3439666,10.1145/3408877.3439666,"""Not my subject""?: A survey of teachers regarding the implementation of new K-8 computing education standards",In *Proceedings of the 51st ACM Technical Symposium on Computer Science Education,NA
papers-published-in-refereed-conference-proceedings-020,Papers Published in Refereed Conference Proceedings,20,"Rosenberg, J. M., +Schmidt, A., Rosenberg, A. M., +Longnecker, J., & +Mann M. (2020). Becoming 'tidier' over time. Studying #tidytuesday as a social media-based context for learning to visualize data. In M. Gresalfi and I. Horn (Eds.), *The Interdisciplinarity of the Learning Sciences: The International Conference of the Learning Sciences 2020 Conference Proceedings* (Vol 3., pp. 1811-1812). ISLS. <https://repository.isls.org/handle/1/6455>",2020,2020,"Rosenberg, J. M., +Schmidt, A., Rosenberg, A. M., +Longnecker, J., & +Mann M",https://repository.isls.org/handle/1/6455,NA,Becoming 'tidier' over time,Studying #tidytuesday as a social media-based context for learning to visualize data,NA
papers-published-in-refereed-conference-proceedings-021,Papers Published in Refereed Conference Proceedings,21,"Jones R. S., & Rosenberg, J. M. (2020). Studying whole class discussions at scale. In M. Gresalfi and I. Horn (Eds.), *The Interdisciplinarity of the Learning Sciences: The International Conference of the Learning Sciences 2020 Conference Proceedings* (Vol 5., pp. 2499-2506). ISLS. <https://repository.isls.org/handle/1/6612>",2020,2020,"Jones R. S., & Rosenberg, J. M",https://repository.isls.org/handle/1/6612,NA,Studying whole class discussions at scale,In M,NA
papers-published-in-refereed-conference-proceedings-022,Papers Published in Refereed Conference Proceedings,22,"D'Angelo, C., Dyer, E. B., Krist, C., Rosenberg, J. M., & Bosch, N. (2020). Advancing computational grounded theory for audiovisual data from mathematics classrooms. In M. Gresalfi and I. Horn (Eds.), *The Interdisciplinarity of the Learning Sciences: The International Conference of the Learning Sciences 2020 Conference Proceedings* (Vol 4., pp. 2393-2394). ISLS.",2020,2020,"D'Angelo, C., Dyer, E. B., Krist, C., Rosenberg, J. M., & Bosch, N",NA,NA,Advancing computational grounded theory for audiovisual data from mathematics classrooms,In M,NA
papers-published-in-refereed-conference-proceedings-023,Papers Published in Refereed Conference Proceedings,23,"Dyer, E. B., D'Angelo, D., Bosch, N., Krist, C., & Rosenberg, J. M. (2020). Analyzing learning with speech analytics and computer vision methods: Technologies, principles, and ethics. In M. Gresalfi and I. Horn (Eds.), *The Interdisciplinarity of the Learning Sciences: The International Conference of the Learning Sciences 2020 Conference Proceedings* (Vol 5., pp. 2651-2652). ISLS. <https://joshuamrosenberg.com/publications/dyer-et-al-icls-2020.pdf>",2020,2020,"Dyer, E. B., D'Angelo, D., Bosch, N., Krist, C., & Rosenberg, J. M",https://joshuamrosenberg.com/publications/dyer-et-al-icls-2020.pdf,NA,"Analyzing learning with speech analytics and computer vision methods: Technologies, principles, and ethics",In M,NA
papers-published-in-refereed-conference-proceedings-024,Papers Published in Refereed Conference Proceedings,24,"Rosenberg, J. M. (2020). More confidently uncertain? Teaching learners to apply Bayesian methods to make sense of scientific phenomena. In M. Gresalfi and I. Horn (Eds.), *The Interdisciplinarity of the Learning Sciences: The International Conference of the Learning Sciences 2020 Conference Proceedings* (Vol 5., pp. 2681-2682). ISLS.",2020,2020,"Rosenberg, J. M",NA,NA,More confidently uncertain?,Teaching learners to apply Bayesian methods to make sense of scientific phenomena,NA
papers-published-in-refereed-conference-proceedings-025,Papers Published in Refereed Conference Proceedings,25,"Lishinski, A., & Rosenberg, J. (2020, February). Accruing interest: What experiences contribute to students developing a sustained interest in computer science over time? In *Proceedings of the 51st ACM Technical Symposium on Computer Science Education* (p. 1414). <https://dl.acm.org/doi/abs/10.1145/3328778.3372568>",2020,"2020, February","Lishinski, A., & Rosenberg, J",https://dl.acm.org/doi/abs/10.1145/3328778.3372568,10.1145/3328778.3372568,Accruing interest: What experiences contribute to students developing a sustained interest in computer science over time?,In *Proceedings of the 51st ACM Technical Symposium on Computer Science Education,NA
papers-published-in-refereed-conference-proceedings-026,Papers Published in Refereed Conference Proceedings,26,"Rosenberg, J., & Lishinski, A. (2020, February). Variable interest rate: What experiences explain differences in interest in computer science among students? In *Proceedings of the 51st ACM Technical Symposium on Computer Science Education* (p. 1404). <https://dl.acm.org/doi/abs/10.1145/3328778.3372537>",2020,"2020, February","Rosenberg, J., & Lishinski, A",https://dl.acm.org/doi/abs/10.1145/3328778.3372537,10.1145/3328778.3372537,Variable interest rate: What experiences explain differences in interest in computer science among students?,In *Proceedings of the 51st ACM Technical Symposium on Computer Science Education,NA
papers-published-in-refereed-conference-proceedings-027,Papers Published in Refereed Conference Proceedings,27,"Carpenter, J., Rosenberg, J. M., Dousay, T., Romero-Hall, E., Trust, T., Kessler, A., Phillips, M., Morrison, S., Fischer, C. & Krutka, D. (2019). What do teacher educators think of teacher education technology competencies?. In K. Graziano (Ed.), *Proceedings of Society for Information Technology & Teacher Education International Conference* (pp. 796-801). Las Vegas, NV, United States: Association for the Advancement of Computing in Education (AACE). Retrieved April 18, 2019 from <https://www.learntechlib.org/primary/p/207735/.>",2019,2019,"Carpenter, J., Rosenberg, J. M., Dousay, T., Romero-Hall, E., Trust, T., Kessler, A., Phillips, M., Morrison, S., Fischer, C. & Krutka, D",https://www.learntechlib.org/primary/p/207735/,NA,What do teacher educators think of teacher education technology competencies?,In K,NA
papers-published-in-refereed-conference-proceedings-028,Papers Published in Refereed Conference Proceedings,28,"Peterson, A., Freer, D., & Rosenberg, J. M. (2017). Interacting with purpose: What is the difference between face-to-face and online student relationships in a combined program? In *Proceedings of Society for Information Technology & Teacher Education International Conference* (pp. 3411-3414). Austin, TX: Association for the Advancement of Computing in Education. Retrieved from <https://www.learntechlib.org/p/177955/>",2017,2017,"Peterson, A., Freer, D., & Rosenberg, J. M",https://www.learntechlib.org/p/177955/,NA,Interacting with purpose: What is the difference between face-to-face and online student relationships in a combined program?,In *Proceedings of Society for Information Technology & Teacher Education International Conference,NA
papers-published-in-refereed-conference-proceedings-029,Papers Published in Refereed Conference Proceedings,29,"Krist, C., & Rosenberg, J. M. (2016). Finding patterns in and refining characterizations of students' epistemic cognition: A computational approach. In Looi, C.-K., Polman, J., Cress, U., & Reimann, P. (Eds.), *Transforming Learning, Empowering Learners: The International Conference of the Learning Sciences Proceedings* 2016 (Vol. 2, pp. 1223-1224). Singapore, Singapore: ICLS.",2016,2016,"Krist, C., & Rosenberg, J. M",NA,NA,Finding patterns in and refining characterizations of students' epistemic cognition: A computational approach,In Looi,NA
papers-published-in-refereed-conference-proceedings-030,Papers Published in Refereed Conference Proceedings,30,"Rosenberg, J. M., Koehler, M. J., Akcaoglu, M., Greenhalgh, S. P. & Hamilton, E. (2016). State Educational Twitter Hashtags: An introduction and research agenda. In *Proceedings of Society for Information Technology & Teacher Education International Conference 2016* (pp. 355-360). Chesapeake, VA: Association for the Advancement of Computing in Education. Retrieved from <http://www.editlib.org/p/171698>",2016,2016,"Rosenberg, J. M., Koehler, M. J., Akcaoglu, M., Greenhalgh, S. P. & Hamilton, E",http://www.editlib.org/p/171698,NA,State Educational Twitter Hashtags: An introduction and research agenda,In *Proceedings of Society for Information Technology & Teacher Education International Conference,NA
papers-published-in-refereed-conference-proceedings-031,Papers Published in Refereed Conference Proceedings,31,"Greenhalgh, S. P., Rosenberg, J. M. & Wolf, L. G. (2016). For every tweet there is a purpose: Twitter within (and beyond) an online graduate program. In *Proceedings of Society for Information Technology & Teacher Education International Conference 2016* (pp. 2044-2049). Chesapeake, VA: Association for the Advancement of Computing in Education (AACE). Retrieved from <http://www.editlib.org/p/171972>",2016,2016,"Greenhalgh, S. P., Rosenberg, J. M. & Wolf, L. G",http://www.editlib.org/p/171972,NA,For every tweet there is a purpose: Twitter within (and beyond) an online graduate program,In *Proceedings of Society for Information Technology & Teacher Education International Conference,NA
papers-published-in-refereed-conference-proceedings-032,Papers Published in Refereed Conference Proceedings,32,"Schwarz, C. V., Ke, L., Lee, M, & Rosenberg, J. M. (2014). Developing mechanistic explanations of phenomena: Case studies of two fifth grade students' epistemologies in practice over time. In J. L. Polman, E. A. Kyza, K. O'Neill, I. Tabak, W. R. Penuel, A. S. Jurow, . . . L. D'Amico (Eds.), *Learning and becoming in practice: The international conference of the learning sciences (ICLS) 2014* (Vol. 1, pp. 182-189). Boulder, CO: ISLS. <http://www.isls.org/icls2014/Proceedings.html>",2014,2014,"Schwarz, C. V., Ke, L., Lee, M, & Rosenberg, J. M",http://www.isls.org/icls2014/Proceedings.html,NA,Developing mechanistic explanations of phenomena: Case studies of two fifth grade students' epistemologies in practice over time,In J,NA
papers-published-in-refereed-conference-proceedings-033,Papers Published in Refereed Conference Proceedings,33,"Rosenberg, J. M., & Koehler, M. (2014). Context and Technological Pedagogical Content Knowledge: A content analysis. In M. Searson & M. Ochoa (Eds.), *Proceedings of Society for Information Technology & Teacher Education International Conference 2014* (pp. 2412-2417). Chesapeake, VA: AACE. Retrieved from <http://www.editlib.org/p/131183>",2014,2014,"Rosenberg, J. M., & Koehler, M",http://www.editlib.org/p/131183,NA,Context and Technological Pedagogical Content Knowledge: A content analysis,In M,NA
papers-published-in-refereed-conference-proceedings-034,Papers Published in Refereed Conference Proceedings,34,"Greenhalgh, S. P., Rosenberg, J. M., Zellner, A. & Koehler, M. J. (2014). Zen and the art of portfolio maintenance: Best practices in course design for supporting long-lasting portfolios. In M. Searson & M. Ochoa (Eds.), *Proceedings of Society for Information Technology & Teacher Education International Conference 2014* (pp. 1604-1610). Chesapeake, VA: AACE. Retrieved from <http://www.editlib.org/p/131027>",2014,2014,"Greenhalgh, S. P., Rosenberg, J. M., Zellner, A. & Koehler, M. J",http://www.editlib.org/p/131027,NA,Zen and the art of portfolio maintenance: Best practices in course design for supporting long-lasting portfolios,In M,NA
papers-published-in-refereed-conference-proceedings-035,Papers Published in Refereed Conference Proceedings,35,"Rosenberg, J., Terry, C., Bell, J., Hiltz, V., Russo, T. & The EPET Social Media Council (2014). What we've got here is failure to communicate: Social media best practices for graduate school programs. In M. Searson & M. Ochoa (Eds.), *Proceedings of Society for Information Technology & Teacher Education International Conference 2014* (pp. 1210-1215). Chesapeake, VA: AACE. Retrieved from <http://www.editlib.org/p/130949>",2014,2014,"Rosenberg, J., Terry, C., Bell, J., Hiltz, V., Russo, T. & The EPET Social Media Council",http://www.editlib.org/p/130949,NA,What we've got here is failure to communicate: Social media best practices for graduate school programs,In M,NA
papers-published-in-refereed-conference-proceedings-036,Papers Published in Refereed Conference Proceedings,36,"Rosenberg, J. (2013). Review of mobile device use policies in public high schools. In R. McBride & M. Searson (Eds.), *Proceedings of Society for Information Technology & Teacher Education International Conference 2013* (pp. 3774-3779). Chesapeake, VA: AACE. Retrieved from <http://www.editlib.org/p/48698>",2013,2013,"Rosenberg, J",http://www.editlib.org/p/48698,NA,Review of mobile device use policies in public high schools,In R,NA
